usage_id,company_id,usage_datetime,credit_amount,usage_category,usage_subcategory,user_count_in_event,seat_count_at_time,academic_period,source_system,created_at
us_0000021,co_0002,2025-01-17T13:30:09,7.01,Technical,Other,5,22,Spring 2025,app,2025-01-17T14:37:09
us_0000022,co_0002,2025-01-23T12:50:48,2.46,Technical,Science,1,25,Spring 2025,app,2025-01-23T12:52:48
us_0000023,co_0002,2025-02-23T12:07:47,1.91,Cognitive,Science,1,29,Spring 2025,api,2025-02-23T13:09:47
us_0000024,co_0002,2025-02-26T14:12:39,2.12,Cognitive,English,2,27,Spring 2025,app,2025-02-26T14:16:39
us_0000025,co_0002,2025-02-24T12:15:50,3.0,Technical,,1,21,Spring 2025,app,2025-02-24T13:41:50
us_0000026,co_0002,2025-02-26T14:50:15,3.21,Technical,Languages,2,28,Spring 2025,partner_lms,2025-02-26T15:45:15
us_0000027,co_0002,2025-02-07T19:51:50,1.69,Theoretical,English,2,27,Spring 2025,app,2025-02-07T20:56:50
us_0000028,co_0002,2025-02-19T20:59:57,1.39,Technical,Languages,1,21,Spring 2025,app,2025-02-19T21:35:57
us_0000029,co_0002,2025-03-29T20:57:14,2.69,Technical,Study Skills,1,25,Spring 2025,app,2025-03-29T21:03:14
us_0000030,co_0002,2025-03-14T13:18:01,3.95,Theoretical,Study Skills,3,21,Spring 2025,app,2025-03-14T14:46:01
us_0000031,co_0002,2025-04-04T09:45:56,1.77,Technical,Science,1,21,Summer 2025,api,2025-04-04T10:54:56
us_0000032,co_0002,2025-04-08T14:05:00,0.99,Theoretical,Geography,1,25,Summer 2025,app,2025-04-08T14:41:00
us_0000033,co_0002,2025-04-25T10:54:34,3.61,Technical,Languages,2,26,Summer 2025,app,2025-04-25T11:27:34
us_0000034,co_0002,2025-05-27T08:08:41,1.19,Technical,English,1,25,Summer 2025,app,2025-05-27T08:15:41
us_0000035,co_0002,2025-05-20T13:52:50,16.1,Technical,Science,5,29,Summer 2025,app,2025-05-20T14:19:50
us_0000036,co_0002,2025-05-19T12:36:30,12.85,technical,Maths,7,21,Summer 2025,api,2025-05-19T14:03:30
us_0000037,co_0002,2025-05-26T17:20:19,8.69,Technical,Maths,4,22,Summer 2025,app,2025-05-26T18:38:19
us_0000038,co_0002,2025-06-09T20:52:38,4.79,Technical,Other,2,28,Summer 2025,app,2025-06-09T21:21:38
us_0000039,co_0002,2025-06-14T21:48:11,1.2,Cognitive,Maths,1,28,Summer 2025,app,2025-06-14T22:59:11
us_0000040,co_0002,2025-06-05T08:38:36,2.93,Technical,Exam Prep,1,24,Summer 2025,app,2025-06-05T09:14:36
us_0000041,co_0002,2025-06-17T12:46:02,2.08,Cognitive,Science,1,23,Summer 2025,api,2025-06-17T13:38:02
us_0000042,co_0002,2025-07-29T15:58:50,16.32,Technical,,5,27,Summer 2025,api,2025-07-29T16:30:50
us_0000043,co_0002,2025-07-15T16:18:05,1.53,Cognitive,English,1,29,Summer 2025,api,2025-07-15T16:40:05
us_0000044,co_0002,2025-09-27T20:06:09,3.41,Theoretical,Languages,3,21,Autumn 2025,app,2025-09-27T20:59:09
us_0000045,co_0002,2025-09-11T16:27:54,2.16,Technical,,1,30,Autumn 2025,api,2025-09-11T17:50:54
us_0000046,co_0002,2025-09-24T11:30:22,3.25,Technical,Languages,1,24,Autumn 2025,api,2025-09-24T11:42:22
us_0000047,co_0002,2025-09-23T14:44:12,3.16,Technical,Geography,2,26,Autumn 2025,app,2025-09-23T15:11:12
us_0000048,co_0002,2025-10-18T19:21:20,4.34,Cognitive,English,2,29,Autumn 2025,app,2025-10-18T20:14:20
us_0000049,co_0002,2025-10-30T10:15:16,5.02,Technical,Maths,4,27,Autumn 2025,api,2025-10-30T10:59:16
us_0000050,co_0002,2025-10-01T21:36:24,1.13,Theoretical,Geography,1,22,Autumn 2025,app,2025-10-01T22:01:24
us_0000051,co_0002,2025-11-03T12:10:06,3.62,technical,Science,1,28,Autumn 2025,app,2025-11-03T13:23:06
us_0000052,co_0002,2025-11-22T12:22:05,1.06,Theoretical,Geography,1,25,Autumn 2025,app,2025-11-22T13:31:05
us_0000053,co_0002,2025-11-18T14:51:39,2.93,Theoretical,Other,2,21,Autumn 2025,app,2025-11-18T15:47:39
us_0000054,co_0002,2026-01-04T08:45:10,3.85,technical,Study Skills,2,23,Spring 2026,app,2026-01-04T09:10:10
us_0000055,co_0002,2026-01-26T15:33:07,0.93,Theoretical,Languages,1,21,Spring 2026,api,2026-01-26T16:27:07
us_0000056,co_0002,2026-02-18T13:22:44,0.94,Cognitive,History,1,27,Spring 2026,app,2026-02-18T13:27:44
us_0000057,co_0002,2026-02-07T09:52:31,0.79,Cognitive,Maths,1,25,Spring 2026,app,2026-02-07T10:14:31
us_0000058,co_0002,2026-02-03T17:37:28,4.29,Theoretical,History,3,24,Spring 2026,app,2026-02-03T18:24:28
us_0000059,co_0002,2026-03-06T20:38:24,0.8,Theoretical,Other,1,21,Spring 2026,app,2026-03-06T21:11:24
us_0000060,co_0002,2026-04-06T20:19:44,1.62,Cognitive,Maths,1,25,Summer 2026,app,2026-04-06T21:07:44
us_0000061,co_0002,2026-04-03T12:06:03,2.64,Technical,Geography,1,27,Summer 2026,app,2026-04-03T12:24:03
us_0000062,co_0002,2026-04-15T18:06:15,8.67,Technical,Geography,3,21,Summer 2026,app,2026-04-15T18:36:15
us_0000063,co_0002,2026-04-18T17:05:52,2.16,Cognitive,Science,1,25,Summer 2026,app,2026-04-18T17:47:52
us_0000064,co_0002,2026-05-03T14:05:13,1.29,Technical,,1,27,Summer 2026,app,2026-05-03T15:16:13
us_0000065,co_0002,2026-05-27T09:47:37,1.4,Theoretical,Science,1,23,Summer 2026,partner_lms,2026-05-27T10:49:37
us_0000066,co_0002,2026-05-07T15:15:20,0.68,Theoretical,Other,1,,Summer 2026,app,2026-05-07T16:28:20
us_0000067,co_0002,2026-06-20T15:45:03,1.85,Technical,Other,1,27,Summer 2026,legacy_import,2026-06-20T16:53:03
us_0000068,co_0002,2026-06-28T17:33:48,1.03,Cognitive,Science,1,30,Summer 2026,app,2026-06-28T18:22:48
us_0000069,co_0002,2026-06-19T21:11:27,2.18,Technical,,2,21,Summer 2026,app,2026-06-19T22:23:27
us_0000070,co_0002,2026-06-19T08:23:35,4.52,Cognitive,History,2,25,Summer 2026,app,2026-06-19T09:43:35
us_0000071,co_0003,2024-12-22T16:13:52,15.98,Technical,English,15,428,Autumn 2024,partner_lms,2024-12-22T17:20:52
us_0000072,co_0004,2025-04-12T12:33:20,2.39,Cognitive,Science,1,75,Summer 2025,app,2025-04-12T13:30:20
us_0000073,co_0004,2025-04-14T13:11:35,12.04,Cognitive,Maths,11,71,Summer 2025,app,2025-04-14T14:36:35
us_0000074,co_0004,2025-05-13T14:45:45,15.58,Cognitive,Maths,8,98,Summer 2025,app,2025-05-13T15:04:45
us_0000075,co_0004,2025-05-13T15:38:18,13.1,Technical,English,4,91,Summer 2025,api,2025-05-13T16:00:18
us_0000076,co_0004,2025-05-30T13:02:35,11.08,Cognitive,Exam Prep,5,88,Summer 2025,partner_lms,2025-05-30T13:47:35
us_0000077,co_0004,2025-05-04T11:29:22,20.54,Cognitive,Science,10,70,Summer 2025,app,2025-05-04T11:39:22
us_0000078,co_0004,2025-05-18T09:53:43,1.84,Theoretical,English,3,70,Summer 2025,app,2025-05-18T10:57:43
us_0000079,co_0004,2025-06-15T08:27:33,4.1,Technical,Science,1,97,Summer 2025,api,2025-06-15T08:38:33
us_0000080,co_0004,2025-06-19T09:29:07,2.41,Theoretical,Geography,2,76,Summer 2025,app,2025-06-19T09:57:07
us_0000081,co_0004,2025-06-15T10:53:30,25.19,Technical,Science,6,,Summer 2025,app,2025-06-15T11:06:30
us_0000082,co_0004,2025-07-13T11:03:33,9.85,Technical,Maths,3,87,Summer 2025,api,2025-07-13T11:46:33
us_0000083,co_0004,2025-07-16T10:13:32,12.96,Technical,Geography,12,78,Summer 2025,app,2025-07-16T10:37:32
us_0000084,co_0004,2025-08-08T16:30:39,38.05,Cognitive,Maths,24,82,Summer holiday 2025,api,2025-08-08T17:27:39
us_0000085,co_0004,2025-09-10T08:37:17,13.39,Technical,Science,4,74,Autumn 2025,app,2025-09-10T09:34:17
us_0000086,co_0004,2025-09-24T16:55:11,12.21,Technical,Maths,4,86,Autumn 2025,app,2025-09-24T18:19:11
us_0000087,co_0004,2025-09-30T12:08:12,32.38,Technical,Exam Prep,9,89,Autumn 2025,app,2025-09-30T13:09:12
us_0000088,co_0004,2025-10-21T11:49:28,3.17,Technical,Maths,3,76,Autumn 2025,api,2025-10-21T12:49:28
us_0000089,co_0004,2025-11-30T10:48:37,12.58,Theoretical,English,8,86,Autumn 2025,app,2025-11-30T11:49:37
us_0000090,co_0004,2025-11-26T12:33:47,1.35,Technical,,1,100,Autumn 2025,api,2025-11-26T13:19:47
us_0000091,co_0004,2025-11-07T15:45:29,10.95,Theoretical,Languages,7,71,Autumn 2025,app,2025-11-07T15:55:29
us_0000092,co_0004,2025-12-15T21:50:56,18.07,Cognitive,Exam Prep,6,97,Autumn 2025,app,2025-12-15T22:26:56
us_0000093,co_0004,2025-12-28T11:45:30,1.79,Theoretical,English,2,94,Autumn 2025,api,2025-12-28T12:31:30
us_0000094,co_0004,2025-12-06T09:02:38,9.02,Theoretical,Exam Prep,7,92,Autumn 2025,app,2025-12-06T09:47:38
us_0000095,co_0004,2026-01-12T12:20:09,3.03,Technical,Science,1,71,Spring 2026,app,2026-01-12T13:31:09
us_0000096,co_0004,2026-01-18T07:48:49,16.25,Technical,Science,6,95,Spring 2026,app,2026-01-18T08:14:49
us_0000097,co_0004,2026-01-13T19:00:29,11.76,Theoretical,Other,9,92,Spring 2026,api,2026-01-13T20:10:29
us_0000098,co_0004,2026-02-18T10:30:43,27.95,Technical,Science,7,77,Spring 2026,app,2026-02-18T10:44:43
us_0000099,co_0004,2026-02-18T08:21:01,15.57,Cognitive,Languages,12,71,Spring 2026,api,2026-02-18T09:24:01
us_0000100,co_0004,2026-02-19T10:29:35,17.22,cognitive,Exam Prep,6,89,Spring 2026,app,2026-02-19T11:07:35
us_0000101,co_0004,2026-03-20T13:11:57,33.43,Cognitive,Exam Prep,12,94,Spring 2026,app,2026-03-20T14:04:57
us_0000102,co_0004,2026-03-30T17:43:28,5.56,Technical,Exam Prep,4,75,Spring 2026,app,2026-03-30T18:15:28
us_0000103,co_0004,2026-04-16T15:57:51,4.67,Technical,Science,2,77,Summer 2026,app,2026-04-16T16:57:51
us_0000104,co_0004,2026-04-08T20:32:21,6.07,Technical,Languages,2,97,Summer 2026,app,2026-04-08T21:25:21
us_0000105,co_0004,2026-04-04T21:55:11,7.05,Technical,Science,5,97,Summer 2026,api,2026-04-04T22:11:11
us_0000106,co_0004,2026-05-09T08:27:47,4.61,Technical,Maths,4,90,Summer 2026,app,2026-05-09T08:35:47
us_0000107,co_0004,2026-05-08T11:52:52,37.92,Cognitive,Exam Prep,15,91,Summer 2026,app,2026-05-08T12:19:52
us_0000108,co_0004,2026-05-07T08:10:55,2.98,Technical,Study Skills,1,92,Summer 2026,app,2026-05-07T08:23:55
us_0000109,co_0004,2026-05-14T12:38:12,40.92,Technical,Exam Prep,10,97,Summer 2026,app,2026-05-14T13:29:12
us_0000110,co_0004,2026-05-05T11:03:16,7.37,Technical,Exam Prep,4,93,Summer 2026,app,2026-05-05T12:05:16
us_0000111,co_0004,2026-05-25T17:11:17,4.75,Theoretical,Maths,4,92,Summer 2026,app,2026-05-25T17:35:17
us_0000112,co_0004,2026-06-03T19:34:37,22.22,Technical,Languages,8,85,Summer 2026,app,2026-06-03T19:56:37
us_0000113,co_0004,2026-06-06T12:23:26,10.0,Cognitive,Study Skills,7,81,Summer 2026,app,2026-06-06T12:24:26
us_0000114,co_0004,2026-06-29T12:23:33,24.53,cognitive,Study Skills,27,94,Summer 2026,app,2026-06-29T13:39:33
us_0000115,co_0005,2026-04-08T18:18:39,0.73,Theoretical,English,1,62,Summer 2026,app,2026-04-08T19:38:39
us_0000116,co_0005,2026-04-12T14:32:20,0.5,Theoretical,English,1,47,Summer 2026,app,2026-04-12T15:56:20
us_0000117,co_0005,2026-04-08T18:53:51,5.77,Technical,Other,4,53,Summer 2026,app,2026-04-08T20:16:51
us_0000118,co_0005,2026-04-13T09:08:10,1.32,Cognitive,Science,1,50,Summer 2026,app,2026-04-13T09:46:10
us_0000119,co_0005,2026-04-13T09:46:48,0.61,Cognitive,Exam Prep,1,58,Summer 2026,app,2026-04-13T11:08:48
us_0000120,co_0005,2026-04-13T15:19:47,2.27,Theoretical,English,3,48,Summer 2026,partner_lms,2026-04-13T15:25:47
us_0000121,co_0005,2026-04-11T23:05:45,1.72,Cognitive,English,2,55,Summer 2026,app,2026-04-12T00:18:45
us_0000122,co_0005,2026-04-06T23:05:08,1.08,Cognitive,Science,1,52,Summer 2026,app,2026-04-06T23:49:08
us_0000123,co_0005,2026-04-08T15:31:57,0.65,Cognitive,English,1,58,Summer 2026,app,2026-04-08T16:13:57
us_0000124,co_0005,2026-04-09T08:35:33,0.53,Cognitive,Study Skills,1,46,Summer 2026,app,2026-04-09T09:49:33
us_0000125,co_0005,2026-04-06T23:05:18,0.64,Cognitive,Science,1,56,Summer 2026,app,2026-04-07T00:31:18
us_0000126,co_0005,2026-04-09T18:36:21,0.86,Cognitive,Science,1,52,Summer 2026,app,2026-04-09T19:23:21
us_0000127,co_0005,2026-04-10T04:41:32,0.69,Cognitive,Exam Prep,1,57,Summer 2026,app,2026-04-10T05:17:32
us_0000128,co_0005,2026-04-10T14:23:16,2.03,Theoretical,Science,2,61,Summer 2026,legacy_import,2026-04-10T15:24:16
us_0000129,co_0005,2026-04-09T21:02:22,2.54,Cognitive,Exam Prep,2,48,Summer 2026,api,2026-04-09T21:18:22
us_0000130,co_0005,2026-04-06T14:10:30,0.67,Theoretical,Exam Prep,1,49,Summer 2026,api,2026-04-06T15:26:30
us_0000131,co_0005,2026-04-12T18:16:13,0.66,Cognitive,Maths,1,50,Summer 2026,partner_lms,2026-04-12T19:12:13
us_0000132,co_0005,2026-04-30T16:33:49,1.2,Technical,Maths,1,59,Summer 2026,api,2026-04-30T17:53:49
us_0000133,co_0005,2026-05-18T08:38:47,0.91,Theoretical,English,1,62,Summer 2026,app,2026-05-18T09:41:47
us_0000134,co_0005,2026-05-17T08:48:01,5.7,Theoretical,English,11,53,Summer 2026,api,2026-05-17T09:24:01
us_0000135,co_0005,2026-05-25T20:35:39,5.81,Cognitive,Maths,4,46,Summer 2026,app,2026-05-25T21:15:39
us_0000136,co_0005,2026-05-12T17:29:32,1.17,Cognitive,Science,1,45,Summer 2026,app,2026-05-12T18:21:32
us_0000137,co_0005,2026-05-15T21:39:10,6.51,Cognitive,Maths,5,53,Summer 2026,api,2026-05-15T22:58:10
us_0000138,co_0005,2026-05-30T11:08:36,7.57,Cognitive,Geography,5,58,Summer 2026,app,2026-05-30T12:33:36
us_0000139,co_0005,2026-05-04T11:51:10,1.16,Cognitive,History,1,57,Summer 2026,app,2026-05-04T13:12:10
us_0000140,co_0005,2026-06-03T09:14:22,1.94,Cognitive,Exam Prep,1,55,Summer 2026,partner_lms,2026-06-03T09:43:22
us_0000141,co_0005,2026-06-21T14:50:10,9.93,Cognitive,Languages,7,59,Summer 2026,app,2026-06-21T15:18:10
us_0000142,co_0005,2026-06-10T11:26:58,9.87,Cognitive,English,5,47,Summer 2026,app,2026-06-10T11:41:58
us_0000143,co_0005,2026-06-26T08:31:24,2.55,Cognitive,Exam Prep,2,55,Summer 2026,app,2026-06-26T09:56:24
us_0000144,co_0006,2025-07-19T14:55:12,0.76,Theoretical,English,1,61,Summer 2025,app,2025-07-19T15:39:12
us_0000145,co_0006,2025-07-24T03:17:31,0.58,Theoretical,English,1,60,Summer 2025,app,2025-07-24T04:42:31
us_0000146,co_0006,2025-07-18T04:46:20,1.31,Technical,Exam Prep,1,63,Summer 2025,app,2025-07-18T05:04:20
us_0000147,co_0006,2025-09-04T11:48:47,8.76,Technical,Exam Prep,5,75,Autumn 2025,app,2025-09-04T12:54:47
us_0000148,co_0006,2025-09-21T15:11:27,1.26,Cognitive,Exam Prep,1,56,Autumn 2025,app,2025-09-21T15:59:27
us_0000149,co_0006,2025-09-19T19:20:53,5.57,Technical,Study Skills,2,74,Autumn 2025,app,2025-09-19T19:22:53
us_0000150,co_0006,2025-09-15T18:23:02,9.92,Theoretical,Science,6,75,Autumn 2025,partner_lms,2025-09-15T19:01:02
us_0000151,co_0006,2025-10-15T15:05:41,8.42,Technical,,4,74,Autumn 2025,app,2025-10-15T16:32:41
us_0000152,co_0006,2025-11-24T19:27:42,12.78,Theoretical,Geography,13,71,Autumn 2025,app,2025-11-24T19:27:42
us_0000153,co_0006,2025-11-06T11:25:29,4.3,Cognitive,Maths,2,65,Autumn 2025,app,2025-11-06T11:32:29
us_0000154,co_0006,2025-11-24T14:24:33,2.21,Cognitive,Geography,1,65,Autumn 2025,app,2025-11-24T15:05:33
us_0000155,co_0006,2025-11-05T17:33:37,6.3,Cognitive,History,3,66,Autumn 2025,api,2025-11-05T18:14:37
us_0000156,co_0006,2025-12-07T21:41:47,1.4,Theoretical,Geography,1,73,Autumn 2025,app,2025-12-07T21:44:47
us_0000157,co_0006,2026-01-14T21:52:45,2.07,Theoretical,Science,1,66,Spring 2026,app,2026-01-14T22:33:45
us_0000158,co_0006,2026-01-17T12:50:42,10.86,Theoretical,,8,53,Spring 2026,app,2026-01-17T13:29:42
us_0000159,co_0006,2026-01-16T16:58:27,12.89,Theoretical,Languages,8,72,Spring 2026,app,2026-01-16T17:00:27
us_0000160,co_0006,2026-01-20T14:58:01,2.79,Technical,Science,1,76,Spring 2026,app,2026-01-20T15:09:01
us_0000161,co_0006,2026-02-07T16:52:57,1.56,Theoretical,History,1,58,Spring 2026,app,2026-02-07T17:44:57
us_0000162,co_0006,2026-02-22T16:24:43,6.55,Theoretical,Exam Prep,8,68,Spring 2026,app,2026-02-22T17:04:43
us_0000163,co_0006,2026-02-23T10:39:29,3.03,Theoretical,English,3,56,Spring 2026,app,2026-02-23T11:10:29
us_0000164,co_0006,2026-03-22T16:01:39,2.25,Cognitive,Study Skills,2,70,Spring 2026,app,2026-03-22T17:22:39
us_0000165,co_0006,2026-03-01T14:40:30,9.29,Technical,Maths,3,70,Spring 2026,partner_lms,2026-03-01T15:20:30
us_0000166,co_0006,2026-04-11T15:42:49,3.42,Cognitive,English,2,61,Summer 2026,app,2026-04-11T16:27:49
us_0000167,co_0006,2026-04-26T07:18:53,5.14,Technical,Science,2,71,Summer 2026,app,2026-04-26T08:45:53
us_0000168,co_0006,2026-04-05T11:26:22,19.33,Technical,Study Skills,7,66,Summer 2026,api,2026-04-05T12:48:22
us_0000169,co_0006,2026-04-28T07:23:55,1.16,Technical,Maths,1,54,Summer 2026,api,2026-04-28T08:25:55
us_0000170,co_0006,2026-04-25T11:15:23,2.22,Cognitive,History,1,75,Summer 2026,app,2026-04-25T12:10:23
us_0000171,co_0006,2026-05-15T12:53:51,3.13,Theoretical,Maths,4,53,Summer 2026,app,2026-05-15T14:15:51
us_0000172,co_0006,2026-05-07T08:40:03,6.88,Technical,Geography,4,63,Summer 2026,app,2026-05-07T08:48:03
us_0000173,co_0006,2026-06-23T12:26:49,0.76,Cognitive,Languages,1,75,Summer 2026,app,2026-06-23T13:40:49
us_0000174,co_0006,2026-06-20T11:57:07,4.26,Technical,Science,2,68,Summer 2026,partner_lms,2026-06-20T12:58:07
us_0000175,co_0006,2026-06-09T15:11:12,3.1,Theoretical,Maths,5,54,Summer 2026,app,2026-06-09T15:41:12
us_0000176,co_0006,2026-06-28T19:05:32,25.44,Technical,Exam Prep,6,59,Summer 2026,app,2026-06-28T19:13:32
us_0000177,co_0007,2025-09-09T14:16:21,1.48,Cognitive,Science,2,39,Autumn 2025,app,2025-09-09T15:08:21
us_0000178,co_0007,2025-09-08T18:03:53,0.6,Cognitive,Study Skills,1,56,Autumn 2025,app,2025-09-08T18:55:53
us_0000179,co_0008,2026-03-06T17:13:22,0.59,Theoretical,English,1,175,Spring 2026,partner_lms,2026-03-06T17:18:22
us_0000180,co_0008,2026-03-13T02:43:51,0.92,Theoretical,Maths,2,170,Spring 2026,app,2026-03-13T02:59:51
us_0000181,co_0009,2025-01-13T00:49:31,1.02,Theoretical,Exam Prep,2,111,Spring 2025,partner_lms,2025-01-13T02:18:31
us_0000182,co_0009,2025-01-10T10:20:00,3.92,Technical,Exam Prep,3,139,Spring 2025,app,2025-01-10T10:53:00
us_0000183,co_0009,2025-01-11T11:20:34,3.38,Cognitive,Maths,5,120,Spring 2025,app,2025-01-11T12:27:34
us_0000184,co_0009,2025-01-12T17:03:29,2.17,Technical,Maths,3,123,Spring 2025,app,2025-01-12T17:14:29
us_0000185,co_0009,2025-01-11T02:21:34,1.54,Theoretical,Science,2,113,Spring 2025,api,2025-01-11T03:33:34
us_0000186,co_0009,2025-01-10T18:33:09,4.16,Technical,Study Skills,4,133,Spring 2025,app,2025-01-10T18:37:09
us_0000187,co_0009,2025-01-14T03:59:20,0.5,Theoretical,Maths,1,,Spring 2025,app,2025-01-14T05:18:20
us_0000188,co_0009,2025-01-13T15:47:13,9.26,Cognitive,Science,7,121,Spring 2025,app,2025-01-13T16:48:13
us_0000189,co_0009,2025-01-15T07:20:20,1.47,Theoretical,Other,2,118,Spring 2025,app,2025-01-15T07:25:20
us_0000190,co_0009,2025-01-13T19:29:09,2.0,Theoretical,Science,2,113,Spring 2025,app,2025-01-13T20:57:09
us_0000191,co_0009,2025-01-09T13:45:03,1.29,Cognitive,Other,2,106,Spring 2025,legacy_import,2025-01-09T15:00:03
us_0000192,co_0009,2025-01-10T03:28:01,1.46,Cognitive,Science,1,135,Spring 2025,app,2025-01-10T04:04:01
us_0000193,co_0009,2025-01-10T10:37:54,6.01,Theoretical,Science,6,137,Spring 2025,api,2025-01-10T11:22:54
us_0000194,co_0009,2025-01-09T19:18:56,1.24,Theoretical,English,2,102,Spring 2025,app,2025-01-09T20:29:56
us_0000195,co_0009,2025-01-15T10:56:56,1.18,Theoretical,English,2,121,Spring 2025,partner_lms,2025-01-15T12:15:56
us_0000196,co_0009,2025-01-14T16:19:20,0.51,Theoretical,English,1,122,Spring 2025,app,2025-01-14T17:10:20
us_0000197,co_0009,2025-01-12T21:15:16,4.24,Technical,English,4,114,Spring 2025,partner_lms,2025-01-12T22:23:16
us_0000198,co_0009,2025-01-13T22:30:33,3.48,Cognitive,English,4,110,Spring 2025,app,2025-01-13T23:10:33
us_0000199,co_0009,2025-01-11T01:07:00,3.94,Cognitive,English,5,128,Spring 2025,app,2025-01-11T01:50:00
us_0000200,co_0009,2025-01-15T22:17:57,1.9,Theoretical,Maths,3,137,Spring 2025,app,2025-01-15T22:32:57
us_0000201,co_0009,2025-01-14T21:24:27,0.5,Theoretical,English,1,124,Spring 2025,app,2025-01-14T21:39:27
us_0000202,co_0009,2025-01-16T07:14:17,4.18,Technical,Exam Prep,4,111,Spring 2025,app,2025-01-16T08:24:17
us_0000203,co_0009,2025-01-16T08:47:12,7.28,Technical,Other,6,129,Spring 2025,api,2025-01-16T09:23:12
us_0000204,co_0009,2025-01-14T11:11:30,1.93,Cognitive,English,2,115,Spring 2025,app,2025-01-14T12:07:30
us_0000205,co_0009,2025-01-25T12:44:44,14.0,Technical,Languages,7,114,Spring 2025,partner_lms,2025-01-25T13:53:44
us_0000206,co_0009,2025-01-31T07:39:21,2.06,Cognitive,Maths,1,106,Spring 2025,app,2025-01-31T08:29:21
us_0000207,co_0009,2025-01-30T07:25:32,11.29,Theoretical,Languages,7,131,Spring 2025,app,2025-01-30T07:40:32
us_0000208,co_0009,2025-01-25T14:01:21,7.75,Technical,Languages,3,100,Spring 2025,app,2025-01-25T15:22:21
us_0000209,co_0009,2025-02-07T12:54:47,7.21,Cognitive,English,8,98,Spring 2025,partner_lms,2025-02-07T13:32:47
us_0000210,co_0009,2025-02-19T10:48:50,9.47,Theoretical,Exam Prep,14,105,Spring 2025,api,2025-02-19T12:12:50
us_0000211,co_0009,2025-02-15T16:35:46,20.68,Cognitive,Maths,11,101,Spring 2025,app,2025-02-15T16:41:46
us_0000212,co_0009,2025-02-13T16:56:11,6.83,Theoretical,Maths,9,107,Spring 2025,api,2025-02-13T17:23:11
us_0000213,co_0009,2025-02-05T11:22:15,18.76,Technical,Languages,6,112,Spring 2025,partner_lms,2025-02-05T12:03:15
us_0000214,co_0009,2025-02-05T11:45:00,8.07,Theoretical,Other,9,118,Spring 2025,api,2025-02-05T12:08:00
us_0000215,co_0009,2025-02-15T09:18:55,15.24,Theoretical,Science,9,131,Spring 2025,app,2025-02-15T10:09:55
us_0000216,co_0009,2025-02-14T14:43:20,2.28,Theoretical,Languages,2,136,Spring 2025,api,2025-02-14T15:42:20
us_0000217,co_0009,2025-03-20T08:03:07,14.77,Cognitive,Science,6,,Spring 2025,app,2025-03-20T09:18:07
